GyroscopeStat_x_MEAN,GyroscopeStat_z_MEAN,GyroscopeStat_COV_z_x,GyroscopeStat_COV_z_y,MagneticField_x_MEAN,MagneticField_z_MEAN,MagneticField_COV_z_x,MagneticField_COV_z_y,Pressure_MEAN,LinearAcceleration_COV_z_x,LinearAcceleration_COV_z_y,LinearAcceleration_x_MEAN,LinearAcceleration_z_MEAN,attack
-0.007558757873979592,-0.007167436322653061,0.0007174410308365369,-2.7856980360805627e-05,-0.3682978723404266,1.1259574468085107,9.655929912390482,8.233503106155423,976.979970952381,-0.005743664817681373,7.947597143644544e-05,-0.15368091914387755,-1.0098913572959185,1
0.0220709476932292,-0.012043868870208332,-0.0006878062895758223,-0.0001104197269872157,27.74,-35.44733333333333,7.461258100558661,12.757896536312852,972.8437355000001,-0.002571070236777011,0.0005530153260845271,-0.1906548358941799,-0.9924920747619048,1
-0.008300185831818182,-0.009637146344444444,0.00507616747598252,-0.0017635240455709008,32.84285714285714,-11.02984126984127,5.048402735562314,10.047720668693007,973.8563066666667,-0.4230114247401415,0.4071494486785601,-0.13514771035527634,-1.0907303782261306,1
-0.006910768836363632,-0.008075565410909091,-0.0005653657515707658,0.0009794425999214073,-20.968736842105265,-45.520421052631576,4.286470375939846,1.091510776942356,975.1446842857144,-0.00906588633445593,-0.009879757235932464,-0.12440375981319796,-1.0377660400507611,1
-0.001952538782311564,-0.00928091578643216,-0.0021410726483599997,-0.0004874345430601368,-35.439157894736844,-13.044947368421054,0.0365417543859653,-0.07829854636591478,975.8748113636364,0.0015463110177540095,-0.0008277874394021916,-0.09735710558777227,-1.0868106976237624,1
-0.010737319353538458,0.01580415402964103,0.00016264911495295228,-0.0012839696417878738,16.618105263157894,7.576736842105262,0.3532699749373435,0.4109370426065162,973.7106242857144,-0.0022983246656968315,0.0003571099016107939,-0.22139183370531398,-1.026460314589372,1
-0.01648538145668394,-0.009557022816580309,0.00013550150014048553,-0.00023192133948581715,-21.07336956521739,-26.65304347826087,-0.3924573057733431,-0.25685730577334315,1012.156319047619,-0.0012438423641908097,0.0019951464131074607,-0.17991654561578949,-0.9043507140000001,1
0.014809906845641029,-0.004592928530461536,-0.006909684658260953,-0.0047765972620415435,3.3880851063829787,-18.91882978723404,1.6115990442598709,-0.4538665490954599,974.1858033333333,0.02244448068609401,-0.0631722059899543,-0.2207173482546392,-0.9821515789432992,1
0.192444842939196,-0.4005862796940704,-0.2293913810431748,0.23981542270362485,-35.24336842105263,-9.458842105263155,7.18485894736842,11.571554586466165,975.9285566666664,-0.056212004899473166,0.062409266843357236,-0.10691526737492384,-1.0106422514213198,1
-0.013086774016500002,-0.005103948332500002,0.0003938814499328298,-0.0002814821287279147,-24.33619047619048,-36.11841269841271,0.2267620060790273,0.6083635258358661,970.1721904761904,-0.0034446192202494553,-0.007619955711609242,-0.12375034713869347,-0.8917968211557789,1
-0.005587338457711447,0.011044831698507462,-0.0007865763953522857,-0.0003716602175066145,-26.001497326203214,-3.712620320855615,-0.31545985854752473,0.5714585475245818,973.5072295238097,0.005615123884334695,-0.0015034347871274506,-0.23310989400547266,-0.9226115514427858,1
-0.0041412155922,-0.007098655963900001,0.00017101872054070818,-6.4133256113504e-05,-8.251428571428571,-25.276825396825398,0.13351094224924007,0.20880020263424529,979.0480347619048,-0.0038100135070353405,-0.0005384579662293283,-0.1509275481599034,-0.9490149803864736,1
-0.011939613819695431,-0.0051140804898477145,-0.00022739454392252783,-9.350325601869976e-05,-35.43850267379679,-12.318609625668447,0.0762538209418665,0.030679489391064376,975.922350952381,-0.0017887529498119988,0.0008643155200383697,-0.11838171043514853,-1.080832894653465,1
